concept_key,preferred_name,semantic_definition,entity_level,value_type,cardinality,structured_shape_ref,source_of_truth_kind,read_contract,write_contract,applicability_kind,owner_candidate,representation_candidate,localization_kind,vocabulary_kind,concept_status,evidence_platforms,evidence_coverage_count,alias_concept_keys,broader_concept_key,conflicts_with_concept_keys,decision_reference,confidence,review_status,review_note
adobe:gift_card_product:gift_card_product,"gift card product:gift card product","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,GiftCard,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:gift_card_product:giftcard_allow_message,"gift card product:giftcard allow message","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,GiftCard,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:gift_card_product:giftcard_allow_open_amount,"gift card product:giftcard allow open amount","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,GiftCard,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:gift_card_product:giftcard_email_template,"gift card product:giftcard email template","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,GiftCard,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:gift_card_product:giftcard_is_redeemable,"gift card product:giftcard is redeemable","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,GiftCard,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:gift_card_product:giftcard_lifetime,"gift card product:giftcard lifetime","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,GiftCard,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:gift_card_product:giftcard_open_amount_max,"gift card product:giftcard open amount max","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,GiftCard,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:gift_card_product:giftcard_open_amount_min,"gift card product:giftcard open amount min","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,GiftCard,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:gift_card_product:giftcard_type,"gift card product:giftcard type","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,GiftCard,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:gift_card_product:use_config_allow_message,"gift card product:use config allow message","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,GiftCard,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:gift_card_product:use_config_email_template,"gift card product:use config email template","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,GiftCard,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:gift_card_product:use_config_is_redeemable,"gift card product:use config is redeemable","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,GiftCard,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:gift_card_product:use_config_lifetime,"gift card product:use config lifetime","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,GiftCard,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:grouped_composition:grouped_product_item,"grouped composition:grouped product item","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,GroupedComposition,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,queue:adobe_composition_mapping,supported,DEFERRED_REVIEW,"Provider-local concept; no cross-platform merge asserted."
adobe:identity_lifecycle:created_at,"identity lifecycle:created at","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,provider_owned,read_projection,read_only,provider_context,Connector,provider_metadata_projection,store_scope_not_localization,provider_controlled_or_typed,projection,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:identity_lifecycle:entity_id,"identity lifecycle:entity id","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,provider_owned,surface_defined,surface_defined,provider_context,Connector,external_record_identity,store_scope_not_localization,provider_controlled_or_typed,governance,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:identity_lifecycle:sku,"identity lifecycle:sku","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,ProductData,provider_field_candidate,store_scope_not_localization,provider_controlled_or_typed,reusable_candidate,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:identity_lifecycle:updated_at,"identity lifecycle:updated at","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,scalar_or_context,optional_one,not_applicable,provider_owned,read_projection,read_only,provider_context,Connector,provider_metadata_projection,store_scope_not_localization,provider_controlled_or_typed,projection,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
adobe:inventory_availability:allow_backorders,"inventory availability:allow backorders","Adobe-local semantic represented by frozen provider evidence.",ProductOrProviderContext,provider_typed_or_structured,optional_one,not_applicable,merchant_or_domain,surface_defined,surface_defined,provider_context,Availability,provider_domain_capability,store_scope_not_localization,provider_controlled_or_typed,domain,adobe_commerce,1,not_applicable,not_applicable,not_applicable,not_applicable,supported,PROVIDER_VERIFIED,"Provider-local concept; no cross-platform merge asserted."
